code,base,colorSuffix,role,onPost,standard,pitchMm,fixing,boxShape,supportType,frameLayout,postCount,standardSignalsIT,standardSignalsDE,outletStandard,series,seriesSource,seriesConfidence,moduleCount,frameModules,moduleSpanCurated,color,isColor,material,unit,priceEUR,priceStatus,packQty,categoryDerived,note,sourceSheet,sourceRow
01021,01021,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черная,true,,шт.,3.99,ok,100,Прочее оборудование,,VIMAR,162
01021.B,01021,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белая,true,,шт.,3.99,ok,100,Прочее оборудование,,VIMAR,163
01022,01022,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черная,true,,шт.,5.21,ok,100,Силовые розетки,,VIMAR,164
01022.B,01022,B,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белая,true,,шт.,5.21,ok,100,Силовые розетки,,VIMAR,165
01023,01023,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черная,true,,шт.,5.62,ok,100,Силовые розетки,,VIMAR,166
01023.B,01023,B,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белая,true,,шт.,5.62,ok,100,Силовые розетки,,VIMAR,167
01026,01026,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черная,true,,шт.,4.5,ok,100,Прочее оборудование,,VIMAR,168
01026.B,01026,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белая,true,,шт.,4.5,ok,100,Прочее оборудование,,VIMAR,169
01029,01029,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черная,true,,шт.,7.66,ok,100,Силовые розетки,,VIMAR,170
01029.B,01029,B,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белая,true,,шт.,7.66,ok,100,Силовые розетки,,VIMAR,171
01041,01041,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черная,true,,шт.,4.8,ok,100,Прочее оборудование,,VIMAR,172
01041.B,01041,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белая,true,,шт.,4.8,ok,100,Прочее оборудование,,VIMAR,173
01043,01043,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черная,true,,шт.,5.26,ok,100,Прочее оборудование,,VIMAR,174
01043.B,01043,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белая,true,,шт.,5.26,ok,100,Прочее оборудование,,VIMAR,175
01079,01079,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,2.82,ok,100,Силовые розетки,,VIMAR,176
01096,01096,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черная,true,,шт.,8.42,ok,100,Прочее оборудование,,VIMAR,177
01096.B,01096,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белая,true,,шт.,8.42,ok,100,Прочее оборудование,,VIMAR,178
01099,01099,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,8.47,ok,100,Прочее оборудование,,VIMAR,179
01105,01105,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черная,true,,шт.,9.04,ok,100,Прочее оборудование,,VIMAR,180
01161.B,01161,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белый,true,,шт.,14.92,ok,25,Монтажные аксессуары,,VIMAR,181
01165,01165,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черный,true,,шт.,15.88,ok,25,Монтажные аксессуары,,VIMAR,182
01165.B,01165,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белый,true,,шт.,15.88,ok,25,Монтажные аксессуары,,VIMAR,183
01166,01166,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черный,true,,шт.,22,ok,25,Монтажные аксессуары,Запрашивать остатки,VIMAR,184
01166.B,01166,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белый,true,,шт.,22,ok,25,Монтажные аксессуары,,VIMAR,185
01271,01271,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,слоновая кость,true,,шт.,22.2,ok,10,Прочее оборудование,,VIMAR,186
01299.1.N,01299,N,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,17.78,ok,20,Силовые розетки,,VIMAR,187
01351,01351,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черный,true,,шт.,4.81,ok,100,Монтажные аксессуары,,VIMAR,188
01351.B,01351,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белый,true,,шт.,4.81,ok,100,Монтажные аксессуары,,VIMAR,189
01352,01352,,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,черный,true,,шт.,7.03,ok,100,Монтажные аксессуары,,VIMAR,190
01352.B,01352,B,accessory,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,белый,true,,шт.,7.03,ok,100,Монтажные аксессуары,,VIMAR,191
01400,01400,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,373.98,ok,1,Прочее оборудование,,VIMAR,192
01401,01401,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,853.59,ok,1,Прочее оборудование,,VIMAR,193
01410,01410,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,781.57,ok,1,Автоматизация и умный дом,,VIMAR,194
01411,01411,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,1563.13,ok,1,Автоматизация и умный дом,,VIMAR,195
01415,01415,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,1041.18,ok,1,Автоматизация и умный дом,,VIMAR,196
01416,01416,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,889.84,ok,1,Автоматизация и умный дом,,VIMAR,197
01417,01417,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,629.1,ok,1,Автоматизация и умный дом,,VIMAR,198
01418,01418,,mechanism,true,both,,,unknown,unknown,,,,,universal,By-me,name,file,,,,,false,,шт.,417.54,ok,1,Автоматизация и умный дом,,VIMAR,199
01419.1,01419,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,906.3,ok,1,Автоматизация и умный дом,,VIMAR,200
01420,01420,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,8,,,черный,true,,шт.,1769.47,ok,1,Прочее оборудование,,VIMAR,201
01420.B,01420,B,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,8,,,белый,true,,шт.,1769.47,ok,1,Прочее оборудование,,VIMAR,202
01420.BN,01420,BN,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,8,,,нейтральный,true,,шт.,1769.47,ok,1,Прочее оборудование,,VIMAR,203
01423.S,01423,S,support,true,IT,,,unknown,elongated,8,,support:elongated;layout:8(ряд),,,By-me,prefix,heuristic,8,,,,false,,шт.,104.62,ok,1,Монтажные аксессуары,Новинка 07.2026,VIMAR,204
01423.S.B,01423,S.B,support,true,IT,,,unknown,elongated,8,,support:elongated;layout:8(ряд),,,By-me,prefix,heuristic,8,,,,false,,шт.,104.62,ok,1,Монтажные аксессуары,Новинка 07.2026,VIMAR,205
01430,01430,,support,true,unknown,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,877.84,ok,1,Прочее оборудование,,VIMAR,206
01430.B,01430,B,support,true,unknown,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,877.84,ok,1,Прочее оборудование,,VIMAR,207
01430.N,01430,N,support,true,unknown,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,961.21,ok,1,Прочее оборудование,,VIMAR,208
01450,01450,,din,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,1,,,,false,,шт.,490.3,ok,1,"Климат, термостаты и датчики",,VIMAR,209
01451,01451,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,встраиваемая установка,true,,шт.,245.15,ok,1,"Климат, термостаты и датчики",,VIMAR,210
01452,01452,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,встраиваемая установка,true,,шт.,243.45,ok,1,Прочее оборудование,,VIMAR,211
01455,01455,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,606.94,ok,1,Прочее оборудование,,VIMAR,212
01456,01456,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,323.17,ok,1,Автоматизация и умный дом,,VIMAR,213
01457,01457,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,89.52,ok,1,Прочее оборудование,,VIMAR,214
01458,01458,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,89.52,ok,1,Прочее оборудование,,VIMAR,215
01459,01459,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,89.52,ok,1,Прочее оборудование,,VIMAR,216
01465,01465,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,879.99,ok,1,"Климат, термостаты и датчики",,VIMAR,217
01466.1,01466,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,683.5,ok,1,Автоматизация и умный дом,,VIMAR,218
01467,01467,,din,false,n-a,,,unknown,unknown,,,,,,By-me,name,file,2,,,,false,,шт.,507.72,ok,1,"Климат, термостаты и датчики",,VIMAR,219
01468,01468,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,478.39,ok,1,Прочее оборудование,,VIMAR,220
01470.1,01470,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,1020.2,ok,1,Прочее оборудование,,VIMAR,221
01471,01471,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,310.42,ok,1,Автоматизация и умный дом,,VIMAR,222
01472,01472,,din,false,n-a,,,unknown,unknown,,,,,,By-me,name,file,6,,,DIN-рейка,true,,шт.,698.44,ok,1,Автоматизация и умный дом,Новинка 07.2026,VIMAR,223
01473,01473,,din,false,n-a,,,unknown,unknown,,,,,,By-me,name,file,4,,,DIN-рейка,true,,шт.,408.9,ok,1,Автоматизация и умный дом,Новинка 07.2026,VIMAR,224
01475,01475,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,174.01,ok,10,Прочее оборудование,,VIMAR,225
01476,01476,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,229.04,ok,10,Прочее оборудование,,VIMAR,226
01477,01477,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,189.78,ok,10,Прочее оборудование,,VIMAR,227
01480,01480,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,193.27,ok,1,Автоматизация и умный дом,,VIMAR,228
01480.AX,01480,AX,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,198.27,ok,1,Автоматизация и умный дом,,VIMAR,229
01480.TR,01480,TR,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,212.6,ok,1,Автоматизация и умный дом,,VIMAR,230
01481,01481,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,220.56,ok,1,Автоматизация и умный дом,,VIMAR,231
01482,01482,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,227.7,ok,1,Автоматизация и умный дом,,VIMAR,232
01485,01485,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,245.47,ok,1,Автоматизация и умный дом,,VIMAR,233
01485.AX,01485,AX,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,251.92,ok,1,Автоматизация и умный дом,,VIMAR,234
01485.TR,01485,TR,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,270.02,ok,1,Автоматизация и умный дом,,VIMAR,235
01486,01486,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,279.22,ok,1,Автоматизация и умный дом,,VIMAR,236
01487,01487,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,287.62,ok,1,Автоматизация и умный дом,,VIMAR,237
01488,01488,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,415.08,ok,1,Светорегуляторы и управление светом,,VIMAR,238
01489,01489,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,415.08,ok,1,Автоматизация и умный дом,,VIMAR,239
01490,01490,,din,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,46.48,ok,10,Прочее оборудование,,VIMAR,240
01500.2,01500,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,668.84,ok,1,Автоматизация и умный дом,,VIMAR,241
01501.2,01501,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,740.41,ok,1,Автоматизация и умный дом,,VIMAR,242
01504.2,01504,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,997.49,ok,1,Автоматизация и умный дом,,VIMAR,243
01506,01506,,other,false,n-a,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,863.56,ok,1,Автоматизация и умный дом,,VIMAR,244
01506,01506,,other,false,n-a,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,863.56,ok,1,Автоматизация и умный дом,,VIMAR,245
01507,01507,,other,false,n-a,,,unknown,unknown,,,,,,By-me,name,file,,,,,false,,шт.,899.1,ok,1,Автоматизация и умный дом,,VIMAR,246
01510,01510,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,397.35,ok,1,Автоматизация и умный дом,,VIMAR,247
01515.1,01515,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,254.3,ok,1,Автоматизация и умный дом,,VIMAR,248
01521.1,01521,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,1572.26,ok,1,Автоматизация и умный дом,Запрашивать остатки,VIMAR,249
01522.1,01522,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,640.11,ok,1,Автоматизация и умный дом,,VIMAR,250
01523.1,01523,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,499.92,ok,1,Автоматизация и умный дом,,VIMAR,251
01524,01524,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,556.11,ok,1,Автоматизация и умный дом,Запрашивать остатки,VIMAR,252
01525,01525,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,1635.18,ok,1,Автоматизация и умный дом,Запрашивать остатки,VIMAR,253
01526,01526,,mechanism,true,both,,,unknown,unknown,,,,,universal,By-me,prefix,heuristic,,,,,false,,шт.,1079.23,ok,1,Светорегуляторы и управление светом,Запрашивать остатки,VIMAR,254
01527.S,01527,S,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,61.89,ok,1,"Климат, термостаты и датчики",,VIMAR,255
01529.1,01529,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,715.12,ok,1,"Климат, термостаты и датчики",,VIMAR,256
01529.1.S,01529,S,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,61.89,ok,1,"Климат, термостаты и датчики",,VIMAR,257
01530,01530,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,278.3,ok,1,"Климат, термостаты и датчики",,VIMAR,258
01532,01532,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,1494.91,ok,1,Автоматизация и умный дом,,VIMAR,259
01535,01535,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,970.24,ok,1,Автоматизация и умный дом,,VIMAR,260
01536,01536,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,1938.01,ok,1,Автоматизация и умный дом,,VIMAR,261
01538,01538,,mechanism,true,both,,,unknown,unknown,,,,,universal,By-me,prefix,heuristic,,,,,false,,шт.,617.74,ok,1,Светорегуляторы и управление светом,,VIMAR,262
01540.1,01540,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,812.27,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,263
01542,01542,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,1694.88,ok,1,Автоматизация и умный дом,,VIMAR,264
01544,01544,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,1927.99,ok,1,Автоматизация и умный дом,,VIMAR,265
01546,01546,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,1875.64,ok,1,Автоматизация и умный дом,,VIMAR,266
01547.1,01547,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,888.71,ok,1,Автоматизация и умный дом,,VIMAR,267
